topic,source,negative,neutral,positive,negative_neutral_diff,positive_neutral_diff
132_нефти_венесуэлы_золота_импорта,BBC,0.75,0.25,0.0,0.5,0.25
132_нефти_венесуэлы_золота_импорта,Meduza,0.636,0.273,0.091,0.363,0.18200000000000002
132_нефти_венесуэлы_золота_импорта,RIANews,0.357,0.619,0.024,0.262,0.595
132_нефти_венесуэлы_золота_импорта,UkraineNow,0.433,0.4,0.167,0.032999999999999974,0.233
132_нефти_венесуэлы_золота_импорта,UNIAN,0.381,0.381,0.238,0.0,0.14300000000000002
132_нефти_венесуэлы_золота_импорта,TACC,0.463,0.463,0.075,0.0,0.388
132_нефти_венесуэлы_золота_импорта,NYT,0.0,0.0,0.0,0.0,0.0
133_мэр_возвращаться_киев_город,WashingtonPost,0.0,1.0,0.0,1.0,1.0
133_мэр_возвращаться_киев_город,BBC,0.75,0.167,0.083,0.583,0.084
133_мэр_возвращаться_киев_город,UNIAN,0.639,0.18,0.18,0.459,0.0
133_мэр_возвращаться_киев_город,Meduza,0.667,0.333,0.0,0.334,0.333
133_мэр_возвращаться_киев_город,TACC,0.6,0.3,0.1,0.3,0.19999999999999998
133_мэр_возвращаться_киев_город,RBK,0.625,0.375,0.0,0.25,0.375
133_мэр_возвращаться_киев_город,Ukraine24,0.333,0.556,0.111,0.22300000000000003,0.44500000000000006
133_мэр_возвращаться_киев_город,ShockedUkraine,0.5,0.333,0.167,0.16699999999999998,0.166
133_мэр_возвращаться_киев_город,UkraineNow,0.512,0.349,0.14,0.16300000000000003,0.20899999999999996
133_мэр_возвращаться_киев_город,RIANews,0.429,0.571,0.0,0.14199999999999996,0.571
133_мэр_возвращаться_киев_город,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
133_мэр_возвращаться_киев_город,NYT,0.0,0.0,0.0,0.0,0.0
134_газпром_транзита_газ_газа,UkraineNow,0.0,1.0,0.0,1.0,1.0
134_газпром_транзита_газ_газа,BBC,1.0,0.0,0.0,1.0,0.0
134_газпром_транзита_газ_газа,Meduza,0.0,0.8,0.2,0.8,0.6000000000000001
134_газпром_транзита_газ_газа,RIANews,0.161,0.548,0.29,0.387,0.25800000000000006
134_газпром_транзита_газ_газа,RBK,0.0,0.375,0.625,0.375,0.25
134_газпром_транзита_газ_газа,TACC,0.333,0.491,0.176,0.15799999999999997,0.315
134_газпром_транзита_газ_газа,UNIAN,0.0,0.0,1.0,0.0,1.0
134_газпром_транзита_газ_газа,Ukraine24,0.0,0.0,0.0,0.0,0.0
134_газпром_транзита_газ_газа,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
134_газпром_транзита_газ_газа,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
134_газпром_транзита_газ_газа,WashingtonPost,0.0,0.0,0.0,0.0,0.0
134_газпром_транзита_газ_газа,NYT,0.0,0.0,0.0,0.0,0.0
135_orchestra_евровидении_конкурса_украина,TACC,0.0,1.0,0.0,1.0,1.0
135_orchestra_евровидении_конкурса_украина,NYT,0.0,1.0,0.0,1.0,1.0
135_orchestra_евровидении_конкурса_украина,ShockedUkraine,0.0,0.909,0.091,0.909,0.8180000000000001
135_orchestra_евровидении_конкурса_украина,WashingtonPost,0.0,0.8,0.2,0.8,0.6000000000000001
135_orchestra_евровидении_конкурса_украина,RIANews,0.143,0.857,0.0,0.714,0.857
135_orchestra_евровидении_конкурса_украина,Meduza,0.133,0.8,0.067,0.667,0.7330000000000001
135_orchestra_евровидении_конкурса_украина,UkraineNow,0.215,0.631,0.154,0.41600000000000004,0.477
135_orchestra_евровидении_конкурса_украина,Ukraine24,0.2,0.6,0.2,0.39999999999999997,0.39999999999999997
135_orchestra_евровидении_конкурса_украина,UNIAN,0.219,0.562,0.219,0.3430000000000001,0.3430000000000001
135_orchestra_евровидении_конкурса_украина,BBC,0.333,0.5,0.167,0.16699999999999998,0.33299999999999996
135_orchestra_евровидении_конкурса_украина,RBK,0.5,0.5,0.0,0.0,0.5
135_orchestra_евровидении_конкурса_украина,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
136_евро_платить_долларах_российский,WashingtonPost,0.0,1.0,0.0,1.0,1.0
136_евро_платить_долларах_российский,ShockedUkraine,0.2,0.8,0.0,0.6000000000000001,0.8
136_евро_платить_долларах_российский,TACC,0.22,0.678,0.102,0.4580000000000001,0.5760000000000001
136_евро_платить_долларах_российский,BBC,0.714,0.286,0.0,0.428,0.286
136_евро_платить_долларах_российский,RIANews,0.25,0.562,0.188,0.31200000000000006,0.37400000000000005
136_евро_платить_долларах_российский,UkraineNow,0.25,0.5,0.25,0.25,0.25
136_евро_платить_долларах_российский,RBK,0.25,0.458,0.292,0.20800000000000002,0.16600000000000004
136_евро_платить_долларах_российский,Meduza,0.429,0.571,0.0,0.14199999999999996,0.571
136_евро_платить_долларах_российский,UNIAN,0.5,0.5,0.0,0.0,0.5
136_евро_платить_долларах_российский,Ukraine24,0.0,0.0,0.0,0.0,0.0
136_евро_платить_долларах_российский,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
136_евро_платить_долларах_российский,NYT,0.0,0.0,0.0,0.0,0.0
137_рублей_оштрафовал_оштрафовали_суд,UNIAN,1.0,0.0,0.0,1.0,0.0
137_рублей_оштрафовал_оштрафовали_суд,NYT,1.0,0.0,0.0,1.0,0.0
137_рублей_оштрафовал_оштрафовали_суд,TACC,0.919,0.081,0.0,0.8380000000000001,0.081
137_рублей_оштрафовал_оштрафовали_суд,RIANews,0.895,0.105,0.0,0.79,0.105
137_рублей_оштрафовал_оштрафовали_суд,RBK,0.857,0.071,0.071,0.786,0.0
137_рублей_оштрафовал_оштрафовали_суд,BBC,0.839,0.097,0.065,0.742,0.032
137_рублей_оштрафовал_оштрафовали_суд,NovayaGazeta,0.824,0.118,0.059,0.706,0.059
137_рублей_оштрафовал_оштрафовали_суд,UkraineNow,0.833,0.167,0.0,0.6659999999999999,0.167
137_рублей_оштрафовал_оштрафовали_суд,ShockedUkraine,0.8,0.2,0.0,0.6000000000000001,0.2
137_рублей_оштрафовал_оштрафовали_суд,Meduza,0.768,0.214,0.018,0.554,0.196
137_рублей_оштрафовал_оштрафовали_суд,Ukraine24,0.0,0.0,0.0,0.0,0.0
137_рублей_оштрафовал_оштрафовали_суд,WashingtonPost,0.0,0.0,0.0,0.0,0.0
138_экспорт_запрет_россию_сахара,ShockedUkraine,1.0,0.0,0.0,1.0,0.0
138_экспорт_запрет_россию_сахара,UkraineNow,0.75,0.25,0.0,0.5,0.25
138_экспорт_запрет_россию_сахара,BBC,0.6,0.2,0.2,0.39999999999999997,0.0
138_экспорт_запрет_россию_сахара,RBK,0.625,0.312,0.062,0.313,0.25
138_экспорт_запрет_россию_сахара,Meduza,0.625,0.375,0.0,0.25,0.375
138_экспорт_запрет_россию_сахара,TACC,0.458,0.422,0.12,0.03600000000000003,0.302
138_экспорт_запрет_россию_сахара,RIANews,0.474,0.5,0.026,0.026000000000000023,0.474
138_экспорт_запрет_россию_сахара,UNIAN,0.4,0.4,0.2,0.0,0.2
138_экспорт_запрет_россию_сахара,Ukraine24,0.0,0.0,0.0,0.0,0.0
138_экспорт_запрет_россию_сахара,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
138_экспорт_запрет_россию_сахара,WashingtonPost,0.0,0.0,0.0,0.0,0.0
138_экспорт_запрет_россию_сахара,NYT,0.0,0.0,0.0,0.0,0.0
139_иноагентов_реестр_законопроект_чтении,UNIAN,1.0,0.0,0.0,1.0,0.0
139_иноагентов_реестр_законопроект_чтении,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
139_иноагентов_реестр_законопроект_чтении,NovayaGazeta,0.75,0.25,0.0,0.5,0.25
139_иноагентов_реестр_законопроект_чтении,TACC,0.232,0.623,0.145,0.391,0.478
139_иноагентов_реестр_законопроект_чтении,RBK,0.214,0.571,0.214,0.357,0.357
139_иноагентов_реестр_законопроект_чтении,RIANews,0.292,0.562,0.146,0.2700000000000001,0.41600000000000004
139_иноагентов_реестр_законопроект_чтении,BBC,0.444,0.333,0.222,0.11099999999999999,0.11100000000000002
139_иноагентов_реестр_законопроект_чтении,Meduza,0.393,0.464,0.143,0.07100000000000001,0.32100000000000006
139_иноагентов_реестр_законопроект_чтении,Ukraine24,0.0,0.0,0.0,0.0,0.0
139_иноагентов_реестр_законопроект_чтении,WashingtonPost,0.0,0.0,0.0,0.0,0.0
139_иноагентов_реестр_законопроект_чтении,UkraineNow,0.5,0.5,0.0,0.0,0.5
139_иноагентов_реестр_законопроект_чтении,NYT,0.0,0.0,0.0,0.0,0.0
13_евросоюз_еврокомиссии_украины_еврокомиссия,NovayaGazeta,0.0,1.0,0.0,1.0,1.0
13_евросоюз_еврокомиссии_украины_еврокомиссия,NYT,0.0,1.0,0.0,1.0,1.0
13_евросоюз_еврокомиссии_украины_еврокомиссия,ShockedUkraine,0.167,0.833,0.0,0.6659999999999999,0.833
13_евросоюз_еврокомиссии_украины_еврокомиссия,WashingtonPost,0.167,0.833,0.0,0.6659999999999999,0.833
13_евросоюз_еврокомиссии_украины_еврокомиссия,UkraineNow,0.22,0.712,0.068,0.492,0.6439999999999999
13_евросоюз_еврокомиссии_украины_еврокомиссия,Ukraine24,0.24,0.72,0.04,0.48,0.6799999999999999
13_евросоюз_еврокомиссии_украины_еврокомиссия,RIANews,0.277,0.675,0.048,0.398,0.627
13_евросоюз_еврокомиссии_украины_еврокомиссия,TACC,0.318,0.636,0.046,0.318,0.59
13_евросоюз_еврокомиссии_украины_еврокомиссия,RBK,0.32,0.58,0.1,0.25999999999999995,0.48
13_евросоюз_еврокомиссии_украины_еврокомиссия,BBC,0.288,0.538,0.173,0.25000000000000006,0.36500000000000005
13_евросоюз_еврокомиссии_украины_еврокомиссия,Meduza,0.34,0.574,0.085,0.23399999999999993,0.48899999999999993
13_евросоюз_еврокомиссии_украины_еврокомиссия,UNIAN,0.316,0.546,0.138,0.23000000000000004,0.40800000000000003
140_свободы_штраф_закон_наказании,Ukraine24,1.0,0.0,0.0,1.0,0.0
140_свободы_штраф_закон_наказании,ShockedUkraine,1.0,0.0,0.0,1.0,0.0
140_свободы_штраф_закон_наказании,UNIAN,0.826,0.13,0.043,0.696,0.08700000000000001
140_свободы_штраф_закон_наказании,BBC,0.714,0.143,0.143,0.571,0.0
140_свободы_штраф_закон_наказании,NovayaGazeta,0.222,0.667,0.111,0.44500000000000006,0.556
140_свободы_штраф_закон_наказании,Meduza,0.696,0.261,0.043,0.43499999999999994,0.21800000000000003
140_свободы_штраф_закон_наказании,UkraineNow,0.652,0.261,0.087,0.391,0.17400000000000002
140_свободы_штраф_закон_наказании,RIANews,0.389,0.528,0.083,0.139,0.445
140_свободы_штраф_закон_наказании,RBK,0.435,0.478,0.087,0.04299999999999998,0.391
140_свободы_штраф_закон_наказании,TACC,0.489,0.489,0.022,0.0,0.46699999999999997
140_свободы_штраф_закон_наказании,WashingtonPost,0.0,0.0,0.0,0.0,0.0
140_свободы_штраф_закон_наказании,NYT,0.0,0.0,0.0,0.0,0.0
141_газеты_редакции_роскомнадзор_газету,Ukraine24,1.0,0.0,0.0,1.0,0.0
141_газеты_редакции_роскомнадзор_газету,NYT,1.0,0.0,0.0,1.0,0.0
141_газеты_редакции_роскомнадзор_газету,ShockedUkraine,0.75,0.25,0.0,0.5,0.25
141_газеты_редакции_роскомнадзор_газету,UkraineNow,0.714,0.286,0.0,0.428,0.286
141_газеты_редакции_роскомнадзор_газету,BBC,0.643,0.286,0.071,0.35700000000000004,0.21499999999999997
141_газеты_редакции_роскомнадзор_газету,UNIAN,0.643,0.357,0.0,0.28600000000000003,0.357
141_газеты_редакции_роскомнадзор_газету,RBK,0.615,0.385,0.0,0.22999999999999998,0.385
141_газеты_редакции_роскомнадзор_газету,NovayaGazeta,0.4,0.2,0.4,0.2,0.2
141_газеты_редакции_роскомнадзор_газету,RIANews,0.464,0.5,0.036,0.035999999999999976,0.464
141_газеты_редакции_роскомнадзор_газету,TACC,0.472,0.472,0.056,0.0,0.416
141_газеты_редакции_роскомнадзор_газету,WashingtonPost,0.0,0.0,0.0,0.0,0.0
141_газеты_редакции_роскомнадзор_газету,Meduza,0.488,0.488,0.023,0.0,0.46499999999999997
142_ядерного_ядерное_ядерной_ядерный,WashingtonPost,0.0,1.0,0.0,1.0,1.0
142_ядерного_ядерное_ядерной_ядерный,NYT,0.0,1.0,0.0,1.0,1.0
142_ядерного_ядерное_ядерной_ядерный,UNIAN,0.756,0.22,0.024,0.536,0.196
142_ядерного_ядерное_ядерной_ядерный,Meduza,0.714,0.286,0.0,0.428,0.286
142_ядерного_ядерное_ядерной_ядерный,UkraineNow,0.69,0.276,0.034,0.4139999999999999,0.24200000000000002
142_ядерного_ядерное_ядерной_ядерный,BBC,0.455,0.182,0.364,0.273,0.182
142_ядерного_ядерное_ядерной_ядерный,RBK,0.588,0.412,0.0,0.176,0.412
142_ядерного_ядерное_ядерной_ядерный,ShockedUkraine,0.571,0.429,0.0,0.14199999999999996,0.429
142_ядерного_ядерное_ядерной_ядерный,RIANews,0.435,0.565,0.0,0.12999999999999995,0.565
142_ядерного_ядерное_ядерной_ядерный,TACC,0.452,0.548,0.0,0.09600000000000003,0.548
142_ядерного_ядерное_ядерной_ядерный,Ukraine24,0.5,0.5,0.0,0.0,0.5
142_ядерного_ядерное_ядерной_ядерный,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
143_погибли_ранены_комиссара_мирных,Ukraine24,1.0,0.0,0.0,1.0,0.0
143_погибли_ранены_комиссара_мирных,BBC,0.861,0.111,0.028,0.75,0.083
143_погибли_ранены_комиссара_мирных,RBK,0.833,0.167,0.0,0.6659999999999999,0.167
143_погибли_ранены_комиссара_мирных,TACC,0.667,0.333,0.0,0.334,0.333
143_погибли_ранены_комиссара_мирных,RIANews,0.333,0.667,0.0,0.334,0.667
143_погибли_ранены_комиссара_мирных,NovayaGazeta,0.375,0.625,0.0,0.25,0.625
143_погибли_ранены_комиссара_мирных,UkraineNow,0.61,0.366,0.024,0.244,0.34199999999999997
143_погибли_ранены_комиссара_мирных,UNIAN,0.417,0.583,0.0,0.16599999999999998,0.583
143_погибли_ранены_комиссара_мирных,Meduza,0.529,0.441,0.029,0.08800000000000002,0.412
143_погибли_ранены_комиссара_мирных,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
143_погибли_ранены_комиссара_мирных,WashingtonPost,0.0,0.0,0.0,0.0,0.0
143_погибли_ранены_комиссара_мирных,NYT,0.5,0.5,0.0,0.0,0.5
144_обезьян_заражения_обезьяньей_заболевания,Ukraine24,1.0,0.0,0.0,1.0,0.0
144_обезьян_заражения_обезьяньей_заболевания,ShockedUkraine,0.0,1.0,0.0,1.0,1.0
144_обезьян_заражения_обезьяньей_заболевания,BBC,1.0,0.0,0.0,1.0,0.0
144_обезьян_заражения_обезьяньей_заболевания,UNIAN,0.667,0.222,0.111,0.44500000000000006,0.111
144_обезьян_заражения_обезьяньей_заболевания,TACC,0.7,0.289,0.011,0.411,0.27799999999999997
144_обезьян_заражения_обезьяньей_заболевания,RBK,0.667,0.333,0.0,0.334,0.333
144_обезьян_заражения_обезьяньей_заболевания,UkraineNow,0.333,0.667,0.0,0.334,0.667
144_обезьян_заражения_обезьяньей_заболевания,RIANews,0.642,0.34,0.019,0.302,0.321
144_обезьян_заражения_обезьяньей_заболевания,Meduza,0.4,0.6,0.0,0.19999999999999996,0.6
144_обезьян_заражения_обезьяньей_заболевания,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
144_обезьян_заражения_обезьяньей_заболевания,WashingtonPost,0.0,0.0,0.0,0.0,0.0
144_обезьян_заражения_обезьяньей_заболевания,NYT,0.0,0.0,0.0,0.0,0.0
145_дожди_температура_погода_градусов,ShockedUkraine,1.0,0.0,0.0,1.0,0.0
145_дожди_температура_погода_градусов,BBC,0.0,1.0,0.0,1.0,1.0
145_дожди_температура_погода_градусов,RBK,0.692,0.154,0.154,0.5379999999999999,0.0
145_дожди_температура_погода_градусов,Meduza,0.333,0.667,0.0,0.334,0.667
145_дожди_температура_погода_градусов,UNIAN,0.316,0.079,0.605,0.237,0.526
145_дожди_температура_погода_градусов,TACC,0.441,0.294,0.265,0.14700000000000002,0.02899999999999997
145_дожди_температура_погода_градусов,RIANews,0.484,0.441,0.075,0.04299999999999998,0.366
145_дожди_температура_погода_градусов,Ukraine24,0.0,0.0,0.0,0.0,0.0
145_дожди_температура_погода_градусов,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
145_дожди_температура_погода_градусов,WashingtonPost,0.0,0.0,0.0,0.0,0.0
145_дожди_температура_погода_градусов,UkraineNow,0.5,0.5,0.0,0.0,0.5
145_дожди_температура_погода_градусов,NYT,0.0,0.0,0.0,0.0,0.0
146_победы_цветы_парад_площади,NYT,0.0,1.0,0.0,1.0,1.0
146_победы_цветы_парад_площади,RBK,0.0,0.8,0.2,0.8,0.6000000000000001
146_победы_цветы_парад_площади,RIANews,0.04,0.82,0.14,0.7799999999999999,0.6799999999999999
146_победы_цветы_парад_площади,TACC,0.025,0.79,0.185,0.765,0.605
146_победы_цветы_парад_площади,BBC,0.25,0.75,0.0,0.5,0.75
146_победы_цветы_парад_площади,Meduza,0.222,0.667,0.111,0.44500000000000006,0.556
146_победы_цветы_парад_площади,UkraineNow,0.333,0.667,0.0,0.334,0.667
146_победы_цветы_парад_площади,UNIAN,0.3,0.6,0.1,0.3,0.5
146_победы_цветы_парад_площади,ShockedUkraine,0.4,0.6,0.0,0.19999999999999996,0.6
146_победы_цветы_парад_площади,Ukraine24,0.0,0.0,0.0,0.0,0.0
146_победы_цветы_парад_площади,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
146_победы_цветы_парад_площади,WashingtonPost,0.0,0.0,0.0,0.0,0.0
147_samsung_параллельного_импорт_смартфонов,Ukraine24,0.0,1.0,0.0,1.0,1.0
147_samsung_параллельного_импорт_смартфонов,ShockedUkraine,1.0,0.0,0.0,1.0,0.0
147_samsung_параллельного_импорт_смартфонов,UNIAN,0.818,0.182,0.0,0.6359999999999999,0.182
147_samsung_параллельного_импорт_смартфонов,Meduza,0.25,0.667,0.083,0.41700000000000004,0.5840000000000001
147_samsung_параллельного_импорт_смартфонов,BBC,0.667,0.333,0.0,0.334,0.333
147_samsung_параллельного_импорт_смартфонов,UkraineNow,0.429,0.286,0.286,0.14300000000000002,0.0
147_samsung_параллельного_импорт_смартфонов,RIANews,0.367,0.433,0.2,0.066,0.23299999999999998
147_samsung_параллельного_импорт_смартфонов,TACC,0.347,0.403,0.25,0.05600000000000005,0.15300000000000002
147_samsung_параллельного_импорт_смартфонов,RBK,0.4,0.433,0.167,0.032999999999999974,0.266
147_samsung_параллельного_импорт_смартфонов,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
147_samsung_параллельного_импорт_смартфонов,WashingtonPost,0.0,0.0,0.0,0.0,0.0
147_samsung_параллельного_импорт_смартфонов,NYT,0.0,0.0,0.0,0.0,0.0
148_биржа_московской_бирже_фондового,Ukraine24,1.0,0.0,0.0,1.0,0.0
148_биржа_московской_бирже_фондового,Meduza,0.118,0.647,0.235,0.529,0.41200000000000003
148_биржа_московской_бирже_фондового,UNIAN,0.667,0.333,0.0,0.334,0.333
148_биржа_московской_бирже_фондового,BBC,0.25,0.0,0.75,0.25,0.75
148_биржа_московской_бирже_фондового,TACC,0.261,0.478,0.261,0.21699999999999997,0.21699999999999997
148_биржа_московской_бирже_фондового,UkraineNow,0.375,0.25,0.375,0.125,0.125
148_биржа_московской_бирже_фондового,RIANews,0.412,0.5,0.088,0.08800000000000002,0.41200000000000003
148_биржа_московской_бирже_фондового,RBK,0.302,0.372,0.326,0.07,0.045999999999999985
148_биржа_московской_бирже_фондового,ShockedUkraine,0.0,0.0,0.0,0.0,0.0
148_биржа_московской_бирже_фондового,NovayaGazeta,0.455,0.455,0.091,0.0,0.364
148_биржа_московской_бирже_фондового,WashingtonPost,0.0,0.0,0.0,0.0,0.0
148_биржа_московской_бирже_фондового,NYT,0.0,0.0,0.0,0.0,0.0
149_млрд_долларов_потери_инфраструктуры,RBK,0.0,1.0,0.0,1.0,1.0
149_млрд_долларов_потери_инфраструктуры,BBC,0.556,0.222,0.222,0.3340000000000001,0.0
149_млрд_долларов_потери_инфраструктуры,Meduza,0.4,0.2,0.4,0.2,0.2
149_млрд_долларов_потери_инфраструктуры,RIANews,0.571,0.429,0.0,0.14199999999999996,0.429
149_млрд_долларов_потери_инфраструктуры,ShockedUkraine,0.5,0.375,0.125,0.125,0.25
149_млрд_долларов_потери_инфраструктуры,UNIAN,0.375,0.406,0.219,0.031000000000000028,0.18700000000000003
149_млрд_долларов_потери_инфраструктуры,UkraineNow,0.436,0.418,0.145,0.018000000000000016,0.273
149_млрд_долларов_потери_инфраструктуры,Ukraine24,0.0,0.0,0.0,0.0,0.0
149_млрд_долларов_потери_инфраструктуры,NovayaGazeta,0.0,0.0,0.0,0.0,0.0
149_млрд_долларов_потери_инфраструктуры,TACC,0.462,0.462,0.077,0.0,0.385
149_млрд_долларов_потери_инфраструктуры,WashingtonPost,0.0,0.0,0.0,0.0,0.0
149_млрд_долларов_потери_инфраструктуры,NYT,0.0,0.0,0.0,0.0,0.0
14_потери_погибших_потерь_потерях,WashingtonPost,0.0,1.0,0.0,1.0,1.0
14_потери_погибших_потерь_потерях,BBC,0.825,0.15,0.025,0.6749999999999999,0.125
14_потери_погибших_потерь_потерях,UNIAN,0.823,0.156,0.022,0.6669999999999999,0.134
14_потери_погибших_потерь_потерях,TACC,0.242,0.727,0.031,0.485,0.696
14_потери_погибших_потерь_потерях,Meduza,0.723,0.262,0.015,0.46099999999999997,0.247
14_потери_погибших_потерь_потерях,ShockedUkraine,0.727,0.273,0.0,0.45399999999999996,0.273
14_потери_погибших_потерь_потерях,NYT,0.667,0.333,0.0,0.334,0.333
14_потери_погибших_потерь_потерях,NovayaGazeta,0.5,0.25,0.25,0.25,0.0
14_потери_погибших_потерь_потерях,UkraineNow,0.569,0.431,0.0,0.13799999999999996,0.431
14_потери_погибших_потерь_потерях,RBK,0.529,0.471,0.0,0.05800000000000005,0.471
14_потери_погибших_потерь_потерях,Ukraine24,0.478,0.522,0.0,0.04400000000000004,0.522
14_потери_погибших_потерь_потерях,RIANews,0.513,0.487,0.0,0.026000000000000023,0.487
15_путина_путин_путину_поздравил,UNIAN,0.833,0.12,0.047,0.713,0.073
15_путина_путин_путину_поздравил,BBC,0.76,0.12,0.12,0.64,0.0
15_путина_путин_путину_поздравил,ShockedUkraine,0.745,0.216,0.039,0.529,0.177
15_путина_путин_путину_поздравил,UkraineNow,0.717,0.25,0.033,0.46699999999999997,0.217
15_путина_путин_путину_поздравил,Ukraine24,0.591,0.182,0.227,0.409,0.04500000000000001
15_путина_путин_путину_поздравил,Meduza,0.556,0.333,0.111,0.22300000000000003,0.22200000000000003
15_путина_путин_путину_поздравил,NovayaGazeta,0.6,0.4,0.0,0.19999999999999996,0.4
15_путина_путин_путину_поздравил,RBK,0.389,0.278,0.333,0.11099999999999999,0.05499999999999999
15_путина_путин_путину_поздравил,RIANews,0.415,0.439,0.146,0.02400000000000002,0.29300000000000004
15_путина_путин_путину_поздравил,TACC,0.457,0.471,0.071,0.013999999999999957,0.39999999999999997
15_путина_путин_путину_поздравил,WashingtonPost,0.5,0.5,0.0,0.0,0.5
15_путина_путин_путину_поздравил,NYT,0.5,0.5,0.0,0.0,0.5
16_instagram_facebook_twitter_starlink,NYT,1.0,0.0,0.0,1.0,0.0
16_instagram_facebook_twitter_starlink,Ukraine24,0.8,0.067,0.133,0.7330000000000001,0.066
16_instagram_facebook_twitter_starlink,NovayaGazeta,0.81,0.095,0.095,0.7150000000000001,0.0
16_instagram_facebook_twitter_starlink,BBC,0.806,0.139,0.056,0.667,0.08300000000000002
16_instagram_facebook_twitter_starlink,UkraineNow,0.622,0.207,0.171,0.41500000000000004,0.035999999999999976
16_instagram_facebook_twitter_starlink,RIANews,0.64,0.309,0.051,0.331,0.258
16_instagram_facebook_twitter_starlink,RBK,0.582,0.319,0.099,0.26299999999999996,0.22
16_instagram_facebook_twitter_starlink,Meduza,0.593,0.356,0.051,0.237,0.305
16_instagram_facebook_twitter_starlink,UNIAN,0.514,0.297,0.189,0.21700000000000003,0.10799999999999998
16_instagram_facebook_twitter_starlink,TACC,0.563,0.353,0.084,0.20999999999999996,0.26899999999999996
16_instagram_facebook_twitter_starlink,ShockedUkraine,0.571,0.429,0.0,0.14199999999999996,0.429
16_instagram_facebook_twitter_starlink,WashingtonPost,0.0,0.0,0.0,0.0,0.0
17_соревнованиях_соревнований_чемпионата_турнирах,NYT,0.0,1.0,0.0,1.0,1.0
17_соревнованиях_соревнований_чемпионата_турнирах,Ukraine24,0.286,0.714,0.0,0.428,0.714
17_соревнованиях_соревнований_чемпионата_турнирах,RIANews,0.244,0.622,0.135,0.378,0.487
17_соревнованиях_соревнований_чемпионата_турнирах,UkraineNow,0.286,0.653,0.061,0.36700000000000005,0.5920000000000001
17_соревнованиях_соревнований_чемпионата_турнирах,TACC,0.351,0.561,0.088,0.21000000000000008,0.4730000000000001
17_соревнованиях_соревнований_чемпионата_турнирах,Meduza,0.375,0.575,0.05,0.19999999999999996,0.5249999999999999
17_соревнованиях_соревнований_чемпионата_турнирах,RBK,0.329,0.513,0.158,0.184,0.355
17_соревнованиях_соревнований_чемпионата_турнирах,NovayaGazeta,0.385,0.538,0.077,0.15300000000000002,0.461
17_соревнованиях_соревнований_чемпионата_турнирах,BBC,0.407,0.259,0.333,0.14799999999999996,0.07400000000000001
17_соревнованиях_соревнований_чемпионата_турнирах,UNIAN,0.36,0.5,0.14,0.14,0.36
17_соревнованиях_соревнований_чемпионата_турнирах,ShockedUkraine,0.375,0.5,0.125,0.125,0.375
17_соревнованиях_соревнований_чемпионата_турнирах,WashingtonPost,0.0,0.0,0.0,0.0,0.0
18_беженцев_пересекли_украинцев_украины,NovayaGazeta,0.8,0.0,0.2,0.8,0.2
18_беженцев_пересекли_украинцев_украины,NYT,0.2,0.8,0.0,0.6000000000000001,0.8
18_беженцев_пересекли_украинцев_украины,ShockedUkraine,0.111,0.667,0.222,0.556,0.44500000000000006
18_беженцев_пересекли_украинцев_украины,WashingtonPost,0.25,0.75,0.0,0.5,0.75
18_беженцев_пересекли_украинцев_украины,BBC,0.536,0.261,0.203,0.275,0.057999999999999996
18_беженцев_пересекли_украинцев_украины,Ukraine24,0.364,0.545,0.091,0.18100000000000005,0.45400000000000007
18_беженцев_пересекли_украинцев_украины,Meduza,0.406,0.562,0.031,0.15600000000000003,0.531
18_беженцев_пересекли_украинцев_украины,UkraineNow,0.374,0.525,0.101,0.15100000000000002,0.42400000000000004
18_беженцев_пересекли_украинцев_украины,RIANews,0.352,0.481,0.167,0.129,0.31399999999999995
18_беженцев_пересекли_украинцев_украины,TACC,0.417,0.496,0.087,0.07900000000000001,0.40900000000000003
18_беженцев_пересекли_украинцев_украины,RBK,0.5,0.45,0.05,0.04999999999999999,0.4
18_беженцев_пересекли_украинцев_украины,UNIAN,0.417,0.427,0.156,0.010000000000000009,0.271
19_митинг_поддержку_протеста_задержали,RBK,0.222,0.667,0.111,0.44500000000000006,0.556
19_митинг_поддержку_протеста_задержали,TACC,0.333,0.639,0.028,0.306,0.611
19_митинг_поддержку_протеста_задержали,BBC,0.616,0.342,0.041,0.27399999999999997,0.30100000000000005
19_митинг_поддержку_протеста_задержали,RIANews,0.34,0.56,0.1,0.22000000000000003,0.4600000000000001
19_митинг_поддержку_протеста_задержали,UkraineNow,0.585,0.366,0.049,0.21899999999999997,0.317
19_митинг_поддержку_протеста_задержали,Ukraine24,0.357,0.5,0.143,0.14300000000000002,0.357
